filename,n_atoms,energy,atom_index,element,x,y,z
659.xyz,20,-1552.324414,12,Au,2.42131351,0.0,-2.45790366
659.xyz,20,-1552.324414,13,Au,6.59722553,-0.0,3.11173797
659.xyz,20,-1552.324414,14,Au,-6.59722553,0.0,-3.11173797
659.xyz,20,-1552.324414,15,Au,2.06899743,0.0,2.75760893
659.xyz,20,-1552.324414,16,Au,-2.06899743,-0.0,-2.75760893
659.xyz,20,-1552.324414,17,Au,4.27395885,-0.0,4.20394939
659.xyz,20,-1552.324414,18,Au,-4.27395885,0.0,-4.20394939
659.xyz,20,-1552.324414,19,Au,2.26201361,0.0,0.17012723
659.xyz,20,-1552.324414,20,Au,-2.26201361,-0.0,-0.17012723
881.xyz,20,-1552.331671,1,Au,3.6461736,-0.0,-1.4001927
881.xyz,20,-1552.331671,2,Au,0.58234427,-0.0,-4.7481243
881.xyz,20,-1552.331671,3,Au,-3.85186719,0.0,-3.74212544
881.xyz,20,-1552.331671,4,Au,0.34667244,-0.0,4.74287016
881.xyz,20,-1552.331671,5,Au,-2.75144806,-0.0,1.3616829
881.xyz,20,-1552.331671,6,Au,2.31975508,-0.0,3.02206128
881.xyz,20,-1552.331671,7,Au,-0.19428203,0.0,2.17826193
881.xyz,20,-1552.331671,8,Au,-0.80909834,-5e-08,-0.41068385
881.xyz,20,-1552.331671,9,Au,3.04601704,-0.0,-3.93231252
881.xyz,20,-1552.331671,10,Au,1.12930839,-2e-08,-2.15826159
881.xyz,20,-1552.331671,11,Au,1.79872377,3e-08,0.45878309
881.xyz,20,-1552.331671,12,Au,-1.36137089,-3e-07,-2.99879894
881.xyz,20,-1552.331671,13,Au,-3.35296024,-0.0,-1.18704414
881.xyz,20,-1552.331671,14,Au,-2.13625247,0.0,3.92488572
881.xyz,20,-1552.331671,15,Au,1.36277161,2.21212081,1.94872693
881.xyz,20,-1552.331671,16,Au,1.36277163,-2.21212081,1.94872697
881.xyz,20,-1552.331671,17,Au,-1.26349672,-2.17666125,1.10802443
881.xyz,20,-1552.331671,18,Au,-1.26349668,2.17666123,1.10802443
881.xyz,20,-1552.331671,19,Au,0.69486754,2.14802239,-0.61225199
881.xyz,20,-1552.331671,20,Au,0.69486722,-2.14802203,-0.61225237
895.xyz,20,-1553.893351,1,Au,0.36119345,-0.00044676,-2.12284849
895.xyz,20,-1553.893351,2,Au,2.60002878,0.00021004,-0.64520416
895.xyz,20,-1553.893351,3,Au,-3.81218678,1.29924872,-3.16566337
895.xyz,20,-1553.893351,4,Au,-3.80659396,-1.29065201,-3.1618912
895.xyz,20,-1553.893351,5,Au,2.42270987,-1.30060427,1.65375609
895.xyz,20,-1553.893351,6,Au,2.41556381,1.29832485,1.65460157
895.xyz,20,-1553.893351,7,Au,1.02325328,3.47615961,1.47321169
895.xyz,20,-1553.893351,8,Au,1.03179214,-3.47956356,1.47234466
895.xyz,20,-1553.893351,9,Au,-1.83073032,-1.31055396,-1.45552748
895.xyz,20,-1553.893351,10,Au,-1.83279479,1.3108424,-1.4635909
895.xyz,20,-1553.893351,11,Au,2.40157993,-2.66375171,-0.63937734
895.xyz,20,-1553.893351,12,Au,2.39784244,2.66320957,-0.63674033
895.xyz,20,-1553.893351,13,Au,2.45020528,-1.31113486,-2.99136137
895.xyz,20,-1553.893351,14,Au,2.44969007,1.31183814,-2.99059161
895.xyz,20,-1553.893351,15,Au,0.2156831,1.32455171,0.20338253
895.xyz,20,-1553.893351,16,Au,0.22119295,-1.32646112,0.2061382
895.xyz,20,-1553.893351,17,Au,0.2969566,-2.71596545,-2.18875354
895.xyz,20,-1553.893351,18,Au,0.29653643,2.71578385,-2.19020841
895.xyz,20,-1553.893351,19,Au,-2.01844496,-3.18127826,-3.3003871
895.xyz,20,-1553.893351,20,Au,-2.01460596,3.18024308,-3.31089753
894.xyz,20,-1554.551221,1,Au,-2.14448108,0.0,2.06691301
894.xyz,20,-1554.551221,2,Au,2.28670248,-0.0,1.51202884
894.xyz,20,-1554.551221,3,Au,2.46018361,0.0,-2.87776728
894.xyz,20,-1554.551221,4,Au,-3.68240745,0.0,-0.10933773
894.xyz,20,-1554.551221,5,Au,1.55776179,3.50302882,0.80705691
894.xyz,20,-1554.551221,6,Au,1.55776179,-3.50302882,0.80705691
894.xyz,20,-1554.551221,7,Au,2.10312602,-2.16326426,2.96082285
894.xyz,20,-1554.551221,8,Au,2.10312602,2.16326425,2.96082285
894.xyz,20,-1554.551221,9,Au,0.00797919,1.43524143,1.49010406
894.xyz,20,-1554.551221,10,Au,0.00797919,-1.43524143,1.49010406
894.xyz,20,-1554.551221,11,Au,-0.38798604,2.89653853,-0.81899617
894.xyz,20,-1554.551221,12,Au,-0.38798604,-2.89653853,-0.81899616
894.xyz,20,-1554.551221,13,Au,1.72619576,1.31014182,-0.66285574
894.xyz,20,-1554.551221,14,Au,1.72619576,-1.31014182,-0.66285574
894.xyz,20,-1554.551221,15,Au,0.20780691,1.32529306,-2.85896273
894.xyz,20,-1554.551221,16,Au,0.20780692,-1.32529308,-2.85896273
894.xyz,20,-1554.551221,17,Au,-2.22836044,-1.32518116,-1.86161894
894.xyz,20,-1554.551221,18,Au,-2.22836045,1.32518117,-1.86161894
894.xyz,20,-1554.551221,19,Au,-2.44652195,-2.18670656,0.64853133
894.xyz,20,-1554.551221,20,Au,-2.44652195,2.18670657,0.64853134
880.xyz,20,-1552.715048,1,Au,0.14599829,-0.0,4.74660826
880.xyz,20,-1552.715048,2,Au,2.61087758,-0.0,3.7788463
880.xyz,20,-1552.715048,3,Au,-3.91775277,0.0,1.20429834
880.xyz,20,-1552.715048,4,Au,-2.71678671,-0.0,-3.89842512
880.xyz,20,-1552.715048,5,Au,1.16259958,0.0,-0.30976192
880.xyz,20,-1552.715048,6,Au,-0.79620001,0.0,-2.07107807
880.xyz,20,-1552.715048,7,Au,-4.45660379,0.0,3.72607345
880.xyz,20,-1552.715048,8,Au,-3.36473921,0.0,-1.35847396
880.xyz,20,-1552.715048,9,Au,-0.19548561,-0.0,-4.59791278
880.xyz,20,-1552.715048,10,Au,-1.43311871,0.0,0.47644108
880.xyz,20,-1552.715048,11,Au,4.35850492,0.0,-3.03765072
880.xyz,20,-1552.715048,12,Au,-1.92780239,0.0,3.11174098
880.xyz,20,-1552.715048,13,Au,1.76777062,0.0,-2.86912695
880.xyz,20,-1552.715048,14,Au,0.52473257,0.0,2.20043667
880.xyz,20,-1552.715048,15,Au,-1.91682128,2.13879336,-0.985383
880.xyz,20,-1552.715048,16,Au,-1.91682128,-2.13879336,-0.985383
880.xyz,20,-1552.715048,17,Au,2.71362443,-1.30968384,1.48322463
880.xyz,20,-1552.715048,18,Au,2.71362443,1.30968384,1.48322463
880.xyz,20,-1552.715048,19,Au,3.32219969,1.32142739,-1.04884941
880.xyz,20,-1552.715048,20,Au,3.32219969,-1.32142739,-1.04884941
658.xyz,20,-1553.215698,1,Au,3.7480234,0.0,-2.94086355
658.xyz,20,-1553.215698,2,Au,-3.7480234,0.0,2.94086355
658.xyz,20,-1553.215698,3,Au,-0.47521077,0.0,-1.21128932
658.xyz,20,-1553.215698,4,Au,0.47521077,0.0,1.21128932
658.xyz,20,-1553.215698,5,Au,-6.33624894,-0.0,2.51215439
658.xyz,20,-1553.215698,6,Au,6.33624894,0.0,-2.51215439
658.xyz,20,-1553.215698,7,Au,3.15004634,-0.0,1.58183101
658.xyz,20,-1553.215698,8,Au,-3.15004634,0.0,-1.58183101
658.xyz,20,-1553.215698,9,Au,4.7063587,0.0,-0.50175513
658.xyz,20,-1553.215698,10,Au,-4.7063587,-0.0,0.50175513
658.xyz,20,-1553.215698,11,Au,-2.73042427,0.0,5.3199195
658.xyz,20,-1553.215698,12,Au,2.73042427,-0.0,-5.3199195
658.xyz,20,-1553.215698,13,Au,1.47243584,0.0,3.6142221
658.xyz,20,-1553.215698,14,Au,-1.47243584,0.0,-3.6142221
658.xyz,20,-1553.215698,15,Au,-2.10464858,0.0,0.82324798
658.xyz,20,-1553.215698,16,Au,2.10464858,0.0,-0.82324798
658.xyz,20,-1553.215698,17,Au,-4.03418069,-0.0,-4.02252609
658.xyz,20,-1553.215698,18,Au,4.03418069,-0.0,4.02252609
658.xyz,20,-1553.215698,19,Au,-1.12295082,0.0,3.28173042
658.xyz,20,-1553.215698,20,Au,1.12295082,0.0,-3.28173042
116.xyz,20,-1548.984913,1,Au,-3.07520934,0.0,-0.0
116.xyz,20,-1548.984913,2,Au,3.07520934,-0.0,0.0
116.xyz,20,-1548.984913,3,Au,-0.0,-3.07520934,-0.0
116.xyz,20,-1548.984913,4,Au,0.0,3.07520934,0.0
116.xyz,20,-1548.984913,5,Au,-3.12306534,-3.12306534,-1.28839352
116.xyz,20,-1548.984913,6,Au,3.12306534,3.12306534,-1.28839352
116.xyz,20,-1548.984913,7,Au,3.12306534,-3.12306534,-1.28839352
116.xyz,20,-1548.984913,8,Au,-3.12306534,3.12306534,-1.28839352
116.xyz,20,-1548.984913,9,Au,3.12306534,-3.12306534,1.28839352
116.xyz,20,-1548.984913,10,Au,-3.12306534,3.12306534,1.28839352
116.xyz,20,-1548.984913,11,Au,-3.12306534,-3.12306534,1.28839352
116.xyz,20,-1548.984913,12,Au,3.12306534,3.12306534,1.28839352
116.xyz,20,-1548.984913,13,Au,-1.29331578,-1.29331578,-1.3886545
116.xyz,20,-1548.984913,14,Au,1.29331578,1.29331578,-1.3886545
116.xyz,20,-1548.984913,15,Au,1.29331578,-1.29331578,-1.3886545
116.xyz,20,-1548.984913,16,Au,-1.29331578,1.29331578,-1.3886545
116.xyz,20,-1548.984913,17,Au,1.29331578,-1.29331578,1.3886545
116.xyz,20,-1548.984913,18,Au,-1.29331578,1.29331578,1.3886545
116.xyz,20,-1548.984913,19,Au,-1.29331578,-1.29331578,1.3886545
116.xyz,20,-1548.984913,20,Au,1.29331578,1.29331578,1.3886545
670.xyz,20,-1552.308032,1,Au,-3.35132762,0.0,0.9109268
670.xyz,20,-1552.308032,2,Au,3.35132762,-0.0,-0.9109268
670.xyz,20,-1552.308032,3,Au,5.6291511,-0.0,3.76873343
670.xyz,20,-1552.308032,4,Au,-5.6291511,-0.0,-3.76873343
670.xyz,20,-1552.308032,5,Au,0.72823972,-0.0,-1.07834308
670.xyz,20,-1552.308032,6,Au,-0.72823972,0.0,1.07834308
670.xyz,20,-1552.308032,7,Au,-3.03969564,-0.0,-3.621987
670.xyz,20,-1552.308032,8,Au,3.03969564,0.0,3.621987
670.xyz,20,-1552.308032,9,Au,-1.10319088,0.0,5.59896679
670.xyz,20,-1552.308032,10,Au,1.10319088,-0.0,-5.59896679
670.xyz,20,-1552.308032,11,Au,0.44217495,0.0,3.50894441
670.xyz,20,-1552.308032,12,Au,-0.44217495,-0.0,-3.50894441
670.xyz,20,-1552.308032,13,Au,1.8395591,0.0,1.26744077
670.xyz,20,-1552.308032,14,Au,-1.8395591,-0.0,-1.26744077
670.xyz,20,-1552.308032,15,Au,2.18402758,-0.0,-3.24133823
670.xyz,20,-1552.308032,16,Au,-2.18402758,0.0,3.24133823
670.xyz,20,-1552.308032,17,Au,-4.46569258,-0.0,-1.43527702
670.xyz,20,-1552.308032,18,Au,4.46569258,-0.0,1.43527702
670.xyz,20,-1552.308032,19,Au,-0.0,-2.25284191,-0.0
670.xyz,20,-1552.308032,20,Au,-0.0,2.25284191,-0.0
664.xyz,20,-1552.621306,1,Au,1.51383553,-1e-08,5.24252079
664.xyz,20,-1552.621306,2,Au,-0.15747159,1.718e-05,3.20028087
664.xyz,20,-1552.621306,3,Au,2.45835648,8e-07,2.82659973
664.xyz,20,-1552.621306,4,Au,-2.19264186,8e-08,-3.5202107
664.xyz,20,-1552.621306,5,Au,-3.30237152,-1e-08,-1.15162864
664.xyz,20,-1552.621306,6,Au,3.57121683,5.3e-07,0.47554732
664.xyz,20,-1552.621306,7,Au,0.89348239,7.38e-06,0.71384724
664.xyz,20,-1552.621306,8,Au,-0.65773386,1.2e-07,-1.38250793
664.xyz,20,-1552.621306,9,Au,-4.31278422,1e-08,1.27092106
664.xyz,20,-1552.621306,10,Au,3.00401934,2e-08,-4.02117239
664.xyz,20,-1552.621306,11,Au,-2.79484871,-6e-08,3.38598924
664.xyz,20,-1552.621306,12,Au,0.41319782,0.0,-3.78083672
664.xyz,20,-1552.621306,13,Au,2.01155871,-1.2e-07,-1.62860537
664.xyz,20,-1552.621306,14,Au,-1.69501902,-3e-08,1.01001323
664.xyz,20,-1552.621306,15,Au,0.24298759,2.2837638,-0.47404422
664.xyz,20,-1552.621306,16,Au,0.24298576,-2.28376504,-0.47404614
664.xyz,20,-1552.621306,17,Au,2.2589933,-2.16752688,1.20094437
664.xyz,20,-1552.621306,18,Au,-1.87836611,-2.19180344,-2.04728484
664.xyz,20,-1552.621306,19,Au,-1.87836611,2.19180325,-2.04728495
664.xyz,20,-1552.621306,20,Au,2.25896924,2.16750241,1.20095805
102.xyz,20,-1544.625769,1,Au,-3.54958588,-0.0,0.0
102.xyz,20,-1544.625769,2,Au,3.54958588,0.0,-0.0
102.xyz,20,-1544.625769,3,Au,-0.0,-3.54958588,-0.0
102.xyz,20,-1544.625769,4,Au,0.0,3.54958588,-0.0
102.xyz,20,-1544.625769,5,Au,-1.30426713,-1.30426713,0.0
102.xyz,20,-1544.625769,6,Au,1.30426713,1.30426713,-0.0
102.xyz,20,-1544.625769,7,Au,1.30426713,-1.30426713,0.0
102.xyz,20,-1544.625769,8,Au,-1.30426713,1.30426713,0.0
102.xyz,20,-1544.625769,9,Au,-3.13423685,-3.13423686,-0.0
102.xyz,20,-1544.625769,10,Au,3.13423685,3.13423686,-0.0
102.xyz,20,-1544.625769,11,Au,3.13423685,-3.13423686,0.0
102.xyz,20,-1544.625769,12,Au,-3.13423685,3.13423686,0.0
102.xyz,20,-1544.625769,13,Au,2.24183295,2.24183295,2.25131866
102.xyz,20,-1544.625769,14,Au,-2.24183295,-2.24183295,2.25131866
102.xyz,20,-1544.625769,15,Au,-2.24183295,2.24183295,2.25131866
102.xyz,20,-1544.625769,16,Au,2.24183295,-2.24183295,2.25131866
102.xyz,20,-1544.625769,17,Au,-2.24183295,2.24183295,-2.25131866
102.xyz,20,-1544.625769,18,Au,2.24183295,-2.24183295,-2.25131866
102.xyz,20,-1544.625769,19,Au,2.24183295,2.24183295,-2.25131866
102.xyz,20,-1544.625769,20,Au,-2.24183295,-2.24183295,-2.25131866
17.xyz,20,-1551.374404,1,Au,-1.86592963,-0.0,2.13815612
17.xyz,20,-1551.374404,2,Au,1.86592963,0.0,2.13815612
17.xyz,20,-1551.374404,3,Au,-0.0,-1.86592963,2.13815612
17.xyz,20,-1551.374404,4,Au,0.0,1.86592963,2.13815612
17.xyz,20,-1551.374404,5,Au,-2.92719461,-2.92719461,-1.55564753
17.xyz,20,-1551.374404,6,Au,2.92719461,2.92719461,-1.55564753
17.xyz,20,-1551.374404,7,Au,2.92719461,-2.92719461,-1.55564753
17.xyz,20,-1551.374404,8,Au,-2.92719461,2.92719461,-1.55564753
17.xyz,20,-1551.374404,9,Au,1.41196722,1.41196722,-0.049338
17.xyz,20,-1551.374404,10,Au,-1.41196722,-1.41196722,-0.049338
17.xyz,20,-1551.374404,11,Au,-1.41196722,1.41196722,-0.049338
17.xyz,20,-1551.374404,12,Au,1.41196723,-1.41196723,-0.049338
17.xyz,20,-1551.374404,13,Au,-1.29833056,-1.29833056,-2.72476394
17.xyz,20,-1551.374404,14,Au,1.29833056,1.29833056,-2.72476394
17.xyz,20,-1551.374404,15,Au,1.29833056,-1.29833056,-2.72476393
17.xyz,20,-1551.374404,16,Au,-1.29833056,1.29833056,-2.72476393
17.xyz,20,-1551.374404,17,Au,-2.51235097,-2.51235097,2.19159334
17.xyz,20,-1551.374404,18,Au,2.51235097,2.51235097,2.19159334
17.xyz,20,-1551.374404,19,Au,2.51235097,-2.51235097,2.19159334
17.xyz,20,-1551.374404,20,Au,-2.51235097,2.51235097,2.19159334
857.xyz,20,-1545.009171,1,Au,4.61819494,0.0,0.0
857.xyz,20,-1545.009171,2,Au,-4.61819494,0.0,-0.0
857.xyz,20,-1545.009171,3,Au,-0.0,4.61823149,0.0
857.xyz,20,-1545.009171,4,Au,0.0,-4.61823149,-0.0
857.xyz,20,-1545.009171,5,Au,-0.0,0.0,4.61811916
857.xyz,20,-1545.009171,6,Au,-0.0,-0.0,-4.61811916
857.xyz,20,-1545.009171,7,Au,1.95421732,-0.0,0.0
857.xyz,20,-1545.009171,8,Au,-1.95421732,0.0,-0.0
857.xyz,20,-1545.009171,9,Au,-0.0,1.95423312,-0.0
857.xyz,20,-1545.009171,10,Au,0.0,-1.95423312,0.0
857.xyz,20,-1545.009171,11,Au,0.0,-0.0,1.95418451
857.xyz,20,-1545.009171,12,Au,-0.0,0.0,-1.95418451
857.xyz,20,-1545.009171,13,Au,1.83859613,1.83859167,1.83860541
857.xyz,20,-1545.009171,14,Au,-1.83859613,-1.83859167,1.83860541
857.xyz,20,-1545.009171,15,Au,-1.83859613,1.83859167,-1.83860541
857.xyz,20,-1545.009171,16,Au,1.83859613,-1.83859167,-1.83860541
857.xyz,20,-1545.009171,17,Au,1.83859613,1.83859167,-1.83860541
857.xyz,20,-1545.009171,18,Au,-1.83859613,-1.83859167,-1.83860541
857.xyz,20,-1545.009171,19,Au,1.83859613,-1.83859167,1.83860541
857.xyz,20,-1545.009171,20,Au,-1.83859613,1.83859167,1.83860541
843.xyz,20,-1552.273041,1,Au,0.00037679,-0.00020673,2.27299513
843.xyz,20,-1552.273041,2,Au,0.00037679,-0.00020673,-2.27299513
843.xyz,20,-1552.273041,3,Au,1.08744626,-1.00499784,0.0
843.xyz,20,-1552.273041,4,Au,0.32660802,1.44447612,0.0
843.xyz,20,-1552.273041,5,Au,-1.41425953,-0.43893267,0.0
843.xyz,20,-1552.273041,6,Au,3.63390644,-1.6508334,0.0
843.xyz,20,-1552.273041,7,Au,-0.38746231,3.97285674,0.0
843.xyz,20,-1552.273041,8,Au,-3.24683714,-2.32130793,0.0
843.xyz,20,-1552.273041,9,Au,-3.94079293,0.17137856,0.0
843.xyz,20,-1552.273041,10,Au,1.82210416,-3.49830945,-0.0
843.xyz,20,-1552.273041,11,Au,2.11818349,3.327403,-0.0
843.xyz,20,-1552.273041,12,Au,-2.256439,2.16162723,-0.0
843.xyz,20,-1552.273041,13,Au,-0.74374642,-3.03446796,-0.0
843.xyz,20,-1552.273041,14,Au,2.99987004,0.8734561,-0.0
843.xyz,20,-1552.273041,15,Au,2.13626103,-1.80658184,2.23042369
843.xyz,20,-1552.273041,16,Au,0.49578251,2.75275816,2.23078871
843.xyz,20,-1552.273041,17,Au,-2.63171088,-0.94714384,2.23068765
843.xyz,20,-1552.273041,18,Au,2.13626103,-1.80658184,-2.23042369
843.xyz,20,-1552.273041,19,Au,0.49578251,2.75275816,-2.23078871
843.xyz,20,-1552.273041,20,Au,-2.63171088,-0.94714384,-2.23068765
328.xyz,20,-1554.514728,1,Au,1.92e-06,-8.89e-06,3.4628662
328.xyz,20,-1554.514728,2,Au,2.54e-06,2.18e-06,-1.46472888
328.xyz,20,-1554.514728,3,Au,-2.00762771,1.43819632,-0.57379927
328.xyz,20,-1554.514728,4,Au,-0.00031526,-2.80051469,0.87788049
328.xyz,20,-1554.514728,5,Au,2.00726555,1.43850846,-0.57369073
328.xyz,20,-1554.514728,6,Au,2.00765,-1.43823136,-0.57385886
328.xyz,20,-1554.514728,7,Au,0.00028509,2.80053165,0.8778668
328.xyz,20,-1554.514728,8,Au,-2.00725454,-1.43849842,-0.57365662
328.xyz,20,-1554.514728,9,Au,1.38412625,-1.30910291,-3.30553442
328.xyz,20,-1554.514728,10,Au,-0.00045059,2.78044596,-1.6920077
328.xyz,20,-1554.514728,11,Au,-1.38356978,-1.30976649,-3.30569178
328.xyz,20,-1554.514728,12,Au,-1.38411813,1.30910259,-3.30553911
328.xyz,20,-1554.514728,13,Au,0.00045915,-2.78044838,-1.69201833
328.xyz,20,-1554.514728,14,Au,1.38358563,1.3097701,-3.30569233
328.xyz,20,-1554.514728,15,Au,1.82810821,-1.32408869,2.04278744
328.xyz,20,-1554.514728,16,Au,0.000325,2.58957321,3.48801005
328.xyz,20,-1554.514728,17,Au,-1.82866776,-1.32392222,2.04299246
328.xyz,20,-1554.514728,18,Au,-1.82813426,1.32407893,2.0427926
328.xyz,20,-1554.514728,19,Au,-0.00031109,-2.58957977,3.48802743
328.xyz,20,-1554.514728,20,Au,1.8286398,1.32395242,2.04299455
472.xyz,20,-1551.618391,1,Au,-0.0,0.0,4.49827928
472.xyz,20,-1551.618391,2,Au,0.0,-0.0,-4.49827928
472.xyz,20,-1551.618391,3,Au,0.0,-3.86373183,-0.0
472.xyz,20,-1551.618391,4,Au,0.0,3.86373183,0.0
472.xyz,20,-1551.618391,5,Au,-0.0,1.27666832,0.0
472.xyz,20,-1551.618391,6,Au,0.0,-1.27666832,0.0
472.xyz,20,-1551.618391,7,Au,2.68156968,-0.0,0.0
472.xyz,20,-1551.618391,8,Au,-2.68156968,0.0,0.0
472.xyz,20,-1551.618391,9,Au,-2.57962395,-0.0,-4.46061579
472.xyz,20,-1551.618391,10,Au,2.57962395,-0.0,-4.46061579
472.xyz,20,-1551.618391,11,Au,2.57962395,0.0,4.46061579
472.xyz,20,-1551.618391,12,Au,-2.57962395,-0.0,4.46061579
472.xyz,20,-1551.618391,13,Au,-1.28876209,-0.0,-2.17163372
472.xyz,20,-1551.618391,14,Au,1.28876209,-0.0,-2.17163372
472.xyz,20,-1551.618391,15,Au,1.28876209,0.0,2.17163372
472.xyz,20,-1551.618391,16,Au,-1.28876209,-0.0,2.17163372
472.xyz,20,-1551.618391,17,Au,3.94415163,0.0,2.26612935
472.xyz,20,-1551.618391,18,Au,-3.94415163,-0.0,2.26612935
472.xyz,20,-1551.618391,19,Au,-3.94415163,-0.0,-2.26612935
472.xyz,20,-1551.618391,20,Au,3.94415163,-0.0,-2.26612935
314.xyz,20,-1555.676499,1,Au,-0.0,-0.0,1.33141245
314.xyz,20,-1555.676499,2,Au,0.0,0.0,-1.33141245
314.xyz,20,-1555.676499,3,Au,1.2e-07,2.50894163,0.0
314.xyz,20,-1555.676499,4,Au,-2.3156815,-1.31852594,0.0
314.xyz,20,-1555.676499,5,Au,2.31568165,-1.3185259,0.0
314.xyz,20,-1555.676499,6,Au,-1.2e-07,-2.50894163,-0.0
314.xyz,20,-1555.676499,7,Au,2.3156815,1.31852594,-0.0
314.xyz,20,-1555.676499,8,Au,-2.31568165,1.3185259,-0.0
314.xyz,20,-1555.676499,9,Au,2.5635373,3.1e-07,2.28821651
314.xyz,20,-1555.676499,10,Au,-1.30267637,2.25719939,2.30324665
314.xyz,20,-1555.676499,11,Au,-1.30267658,-2.25719907,2.30324664
314.xyz,20,-1555.676499,12,Au,-2.5635373,-3.5e-07,2.28821651
314.xyz,20,-1555.676499,13,Au,1.30267639,-2.25719937,2.30324665
314.xyz,20,-1555.676499,14,Au,1.30267656,2.25719908,2.30324664
314.xyz,20,-1555.676499,15,Au,-1.30267639,2.25719937,-2.30324665
314.xyz,20,-1555.676499,16,Au,2.5635373,3.5e-07,-2.28821651
314.xyz,20,-1555.676499,17,Au,-1.30267656,-2.25719909,-2.30324664
314.xyz,20,-1555.676499,18,Au,1.30267636,-2.25719939,-2.30324665
314.xyz,20,-1555.676499,19,Au,-2.5635373,-3.1e-07,-2.28821651
314.xyz,20,-1555.676499,20,Au,1.30267658,2.25719907,-2.30324664
300.xyz,20,-1552.56552,1,Au,4.1e-07,-1.37302685,1.7840818
300.xyz,20,-1552.56552,2,Au,-4.1e-07,1.37302685,1.78408181
300.xyz,20,-1552.56552,3,Au,-2.24354223,2.31e-06,1.54973925
300.xyz,20,-1552.56552,4,Au,2.24354223,-2.6e-06,1.54973925
300.xyz,20,-1552.56552,5,Au,-1.31902653,-1.37508133,-0.62326188
300.xyz,20,-1552.56552,6,Au,1.31902652,1.37508133,-0.62326189
300.xyz,20,-1552.56552,7,Au,-1.31903213,1.37508627,-0.62326193
300.xyz,20,-1552.56552,8,Au,1.31903214,-1.37508627,-0.62326192
300.xyz,20,-1552.56552,9,Au,2.31041407,2.5879441,1.59514966
300.xyz,20,-1552.56552,10,Au,-2.31041406,-2.58794396,1.59514964
300.xyz,20,-1552.56552,11,Au,2.31041324,-2.58794128,1.59514966
300.xyz,20,-1552.56552,12,Au,-2.31041324,2.58794143,1.59514968
300.xyz,20,-1552.56552,13,Au,3.8897452,-1.32600638,-0.06484872
300.xyz,20,-1552.56552,14,Au,-3.88974523,1.32600638,-0.06484874
300.xyz,20,-1552.56552,15,Au,3.88974535,1.32600642,-0.06484907
300.xyz,20,-1552.56552,16,Au,-3.88974532,-1.32600642,-0.06484904
300.xyz,20,-1552.56552,17,Au,3.155086,1.32312305,-2.57394929
300.xyz,20,-1552.56552,18,Au,-3.15508599,-1.32312305,-2.5739493
300.xyz,20,-1552.56552,19,Au,3.15508569,-1.32312301,-2.57394948
300.xyz,20,-1552.56552,20,Au,-3.15508569,1.32312301,-2.57394948
466.xyz,20,-1549.701493,1,Au,-2.9e-07,0.0,2.06633585
466.xyz,20,-1549.701493,2,Au,-2.8e-07,-0.0,-2.06633589
466.xyz,20,-1549.701493,3,Au,-3e-08,4.27611272,0.0
466.xyz,20,-1549.701493,4,Au,-3e-08,-4.27611272,0.0
466.xyz,20,-1549.701493,5,Au,-4.94e-06,-1.65992957,4.7e-07
466.xyz,20,-1549.701493,6,Au,-4.94e-06,1.65992957,4.8e-07
466.xyz,20,-1549.701493,7,Au,4.85588852,0.0,-1e-08
466.xyz,20,-1549.701493,8,Au,-4.8558878,-0.0,2e-08
466.xyz,20,-1549.701493,9,Au,-2.54954944,-3.92669359,0.0
466.xyz,20,-1549.701493,10,Au,2.54954943,3.92669365,0.0
466.xyz,20,-1549.701493,11,Au,2.54954943,-3.92669365,0.0
466.xyz,20,-1549.701493,12,Au,-2.54954944,3.92669359,0.0
466.xyz,20,-1549.701493,13,Au,2.62491269,-1.33626767,5e-08
466.xyz,20,-1549.701493,14,Au,-2.62491224,1.33626751,4e-08
466.xyz,20,-1549.701493,15,Au,-2.62491224,-1.33626751,4e-08
466.xyz,20,-1549.701493,16,Au,2.62491269,1.33626767,5e-08
466.xyz,20,-1549.701493,17,Au,-2.60143361,-0.0,-2.23702359
466.xyz,20,-1549.701493,18,Au,2.60143809,-0.0,-2.23702795
466.xyz,20,-1549.701493,19,Au,2.6014375,0.0,2.23702741
466.xyz,20,-1549.701493,20,Au,-2.60143304,0.0,2.23702303
499.xyz,20,-1549.843263,1,Au,-0.0,-0.0,2.46028926
499.xyz,20,-1549.843263,2,Au,0.0,-0.0,-2.46028926
499.xyz,20,-1549.843263,3,Au,0.0,0.0,5.04373065
499.xyz,20,-1549.843263,4,Au,0.0,0.0,-5.04373065
499.xyz,20,-1549.843263,5,Au,1.27370586,0.0,-0.0
499.xyz,20,-1549.843263,6,Au,-1.27370586,0.0,-0.0
499.xyz,20,-1549.843263,7,Au,-3.85689957,0.0,-0.0
499.xyz,20,-1549.843263,8,Au,3.85689957,0.0,-0.0
499.xyz,20,-1549.843263,9,Au,-1.30931796,-4.14804958,0.0
499.xyz,20,-1549.843263,10,Au,1.30931796,4.14804958,0.0
499.xyz,20,-1549.843263,11,Au,1.30931796,-4.14804958,0.0
499.xyz,20,-1549.843263,12,Au,-1.30931796,4.14804958,-0.0
499.xyz,20,-1549.843263,13,Au,0.0,-2.3035487,-3.88459713
499.xyz,20,-1549.843263,14,Au,0.0,2.3035487,-3.88459713
499.xyz,20,-1549.843263,15,Au,-0.0,-2.3035487,3.88459713
499.xyz,20,-1549.843263,16,Au,-0.0,2.3035487,3.88459713
