filename,n_atoms,energy,energy_per_atom,mean_bond_length,std_bond_length,min_bond_length,max_bond_length,n_bonds,bond_variance,mean_coordination,std_coordination,max_coordination,min_coordination,surface_fraction,surface_threshold,surface_count,radius_of_gyration,asphericity,anisotropy_tensor,triaxial_c_a,triaxial_b_a,gyration_eigenvals,rdf_bin_1,rdf_bin_2,rdf_bin_3,rdf_bin_4,rdf_bin_5,rdf_bin_6,rdf_bin_7,rdf_bin_8,rdf_bin_9,rdf_bin_10,rdf_bin_11,rdf_bin_12,rdf_bin_13,rdf_bin_14,rdf_bin_15,rdf_bin_16,rdf_bin_17,rdf_bin_18,rdf_bin_19,rdf_bin_20,sphericity_index,equiv_radius,surface_area_approx,x_range,y_range,z_range,max_range,anisotropy,volume_estimate,compactness,soap_pc_1,soap_pc_2,soap_pc_3,soap_pc_4,soap_pc_5,soap_pc_6,soap_pc_7,soap_pc_8,soap_pc_9,soap_pc_10,soap_pc_11,soap_pc_12,soap_pc_13,soap_pc_14,soap_pc_15,mahalanobis_score,mahalanobis_outlier,isolation_forest_score,isolation_forest_outlier
252.xyz,20,-1550.635412,-77.5317706,2.880125643244256,0.4234681915173937,2.578778565397006,3.8091412762489876,60,0.179325309227012,5.0,1.9493588689617927,9,2,1.0,9.0,20,3.5743496584565486,0.24302991477826977,4.349764070736201,0.4794763042469194,0.8881800066866175,[6.32862132 4.99241978 1.45493439],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3372275927652186,3.908761367896665,143.57633042188314,4.63160682,7.2751907,9.13877612,9.13877612,1.9731329698663842,307.9385813234085,0.06494801630051604,1.740733943297749,4.212792379791531,-2.5686063110534243,-4.645552660106235,0.028963228055251564,1.6609859333699644,-1.6935676003815805,0.41301539938509,-0.6677004328538927,-1.0306921344534368,-1.9200782149421691,0.3594601546339679,-0.8443854126043868,-0.24042863546309576,0.4595014907762973,19.221040730259517,False,0.3803327912609335,False
534.xyz,20,-1550.277883,-77.51389415,2.8584194839249353,0.4492389821788925,2.5800717774455655,3.7279568583777576,53,0.20181566310912732,4.1,1.6401219466856727,7,2,1.0,9.0,20,3.9297167504601287,0.3577644698447234,9.744344729364185,0.32034922680788136,0.8038085385665875,[8.83078457 5.70564203 0.90624714],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2248622741868664,3.908761367896665,156.74760726513122,9.71686192,4.25733988,11.70759992,11.70759992,2.7499800932031766,484.31980336463243,0.041295028327655525,-1.0705977575161283,3.07488623491062,-1.7135359863992525,-5.84386152730271,1.9590974570621722,-5.568119230824,-0.1865658605916445,0.9144147137523526,-0.4446335035331546,-0.7604036439467754,-2.1673783749518867,-0.32640471373079777,-0.15037208594895574,-0.4947799355206983,0.33121551653282877,21.69290900104316,False,0.3882780662259479,False
497.xyz,20,-1552.032863,-77.60164315,2.695662105269922,0.11748801073702908,2.52570704,2.8960422957658314,51,0.01380343266694426,5.1,2.343074902771996,10,3,0.9,9.0,18,3.5565137602367467,0.3007751222017293,2.428858147320603,0.6416510721626325,0.6793150722801233,[6.75255764 3.1160958  2.78013669],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3033329896378134,3.908761367896665,147.3101902848881,10.4116871,4.633809,7.68261084,10.4116871,2.24689604167975,370.6534708933308,0.053958755468436315,-3.866499550035917,4.6256502913918185,1.4322793991029266,0.2849253311730524,4.19451443692745,7.450916763775554,1.3194329495950194,-2.0069658979059453,2.1286026934642592,0.056802050602658576,1.5956738909665944,0.9220849924474371,0.0015121141609039316,-2.212856374978885,0.14374132522392322,38.15275902260108,False,0.48100382428997585,False
483.xyz,20,-1544.125981,-77.20629905,2.7087176633019485,0.31889957104360583,2.567317427596891,3.5952469530026856,35,0.1016969364117958,3.1,1.374772708486752,6,2,1.0,9.0,20,4.62228328964723,0.27208041653266446,8.134705935845941,0.35061385265386635,0.9054682394867632,[10.99725754  9.01635159  1.35189368],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8419642507473399,3.908761367896665,228.03133332288334,12.26926302,13.43182724,4.49623954,13.43182724,2.98734689744755,740.9740769871696,0.026991497571751618,-5.165695849294306,5.606830969980273,-3.174824014439107,2.1235389866197774,0.7078565791147626,-3.5940615925519577,1.9873132049972875,-1.2235092786411423,2.6867398422237194,2.7163281865467095,-1.5342510116688581,0.9814262118352534,0.9452396252908407,-0.30671149826334887,0.15332682452077603,32.09310692419013,False,0.44224660289677464,False
468.xyz,20,-1551.015165,-77.55075825,2.7446467069904985,0.19878191047972085,2.52464362,3.299825863149171,53,0.03951424793396776,5.3,2.5709920264364885,10,2,0.9,9.0,18,3.679535008873367,0.438509576426284,3.734535288784054,0.5174658765320783,0.5748981733079463,[8.4709736  2.79972378 2.26828051],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2909914688141897,3.908761367896665,148.71843489753675,9.20941614,7.67375996,5.13497839,9.20941614,1.793467360628951,362.8932815455703,0.05511262130361974,-5.6101720632776795,-0.7141314948012465,1.4843593273943412,-1.695653186587902,9.518666686210734,4.282725601075405,-3.2633484605052017,-7.031836632759284,-1.239003123904308,0.4843445755461593,4.358441811906033,2.4769632238152486,0.5509636244581474,-0.8445920792170611,-0.3429767001718819,43.78388417671215,False,0.4786714086806676,False
454.xyz,20,-1550.096917,-77.50484585000001,2.7859260988534786,0.30032702493488295,2.5603688,3.341910154061619,49,0.09019632190623779,4.9,2.8442925306655784,10,1,0.9,9.0,18,3.8231188268484493,0.15573297957786295,2.5219320196361568,0.6296994473558414,0.9439253626068026,[6.38956601 5.69307194 2.53359962],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980441553197129,3.908761367896665,195.82424886220196,9.10509074,8.39379852,7.77071806,9.10509074,1.1717180664253826,593.8872077390614,0.033676428350433024,-3.669291835476684,7.312154266693882,-0.13849588968943477,0.9851845584727622,-0.26351907174302824,2.2775644941795354,2.446764467534868,-2.4129282858307732,0.20243806110927753,-0.8215390096438452,-0.228708560978258,0.6770075265874659,-0.5231213274590093,1.1396891046246347,-0.4619258916339878,29.176949184574177,False,0.4225416309907934,False
332.xyz,20,-1555.924234,-77.7962117,2.7868710619500274,0.325955928137501,2.579445677155183,3.771557826122863,66,0.10624726708797973,6.0,1.7320508075688772,12,4,0.95,9.0,19,3.1630402320893487,0.08722036880563813,1.7140009732395063,0.7638260538106525,0.9853816849290461,[3.91669077 3.80301691 2.28511584],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7341428683378863,3.908761367896665,110.71419443781929,5.21035399,5.4833533800000005,6.486690640000001,6.486690640000001,1.2449616000082944,185.32612781446815,0.10791786476509681,10.839838620314124,-0.9101809780115746,-0.41238281851712827,-2.7807972490650616,-0.9475052057868004,2.1640244699066824,1.8694958746384651,2.043411250818359,0.3655094280323666,-2.086564779962346,1.4341882707751805,0.038037524685215714,-0.13154005020248144,-0.09736440918422037,-0.6449091623826224,16.884706937781264,False,0.4128867621940187,False
326.xyz,20,-1552.507851,-77.62539255,3.0397949159330295,0.4904604677224049,2.5983194361160296,3.8163511587178855,81,0.2405514703984802,6.3,2.6851443164195103,13,4,0.9,9.0,18,3.213880880908648,0.11971270256931903,1.8098168222209607,0.7433317609726476,0.9316299369178748,[4.26735419 3.70378324 2.35789288],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6325165966711757,3.908761367896665,117.6062963767775,6.3660058,4.1136533,5.212261460000001,6.3660058,1.5475309501653918,136.49630947195635,0.14652410805761623,-2.280580004207587,2.4068279962849974,-1.129791082855689,-2.8048595729336228,0.15140223832522245,2.858496289002544,-9.077332261943557,2.7549871600525395,-0.2903210122028019,0.410007228314912,2.6732095135614,1.2097138242115892,-0.23071707438522684,0.00448492159511327,-0.008942325423096727,49.63373008283974,False,0.4636088814569799,False
440.xyz,20,-1550.468499,-77.52342495,2.6601513615021832,0.14730857392114155,2.5815696107952437,3.1052239582268166,43,0.021699815950680424,4.3,1.7916472867168918,8,2,1.0,9.0,20,4.348847845200491,0.4361771441949057,24.535018715436184,0.20188627883544644,0.7493349014352686,[11.8036195   6.62776534  0.48109274],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9900709964211727,3.908761367896665,193.91965970331762,9.02057656,10.49193546,4.3867653,10.49193546,2.391724822843839,415.1779753736337,0.04817211216832866,-11.66674106365,-3.492338150532271,1.127227451348834,-3.220793887632044,0.9960140900705485,2.3129078816593522,0.42008846438596414,0.46167462931046455,-0.014738043527735306,0.9311521009517022,-2.775403936351194,0.160636917121333,0.950083632301098,0.1526510713222286,-0.12534324240346847,27.413913498615216,False,0.43728437121547054,False
871.xyz,20,-1553.735471,-77.68677355,2.619536477000035,0.023765887081479,2.583023646167552,2.713647447970688,43,0.0005648173887696104,4.3,1.4177446878757827,6,2,1.0,9.0,20,4.365458940167142,0.31762562393532856,1038778733.7898744,0.0,0.9135537577147522,[10.38778734  8.66944442  0.        ],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4748704251031276,3.908761367896665,404.3086715000687,10.895571530000002,0.0,11.34440158,11.34440158,1.0,0.0,2000000000.0,-25.070977144195187,-19.315370544034764,4.799977999946829,-2.9521179010232395,-1.3666450503604504,7.026969916170507,1.4080073728479197,-1.8283187619499566,-1.6278680058139932,0.02379226885337379,1.6434664392345848,-2.4335230715953258,0.25694423714338427,0.4205183471404779,0.8505006417766264,46.9539425289207,False,0.5216799332998878,False
31.xyz,20,-1549.186521,-77.45932605,2.657141871893023,0.25477824914944286,2.57574588,3.6744082352599414,34,0.06491195623965558,3.2,0.7483314773547883,4,2,1.0,9.0,20,3.9347060908067575,0.056580765107511546,1.4387937306671839,0.8336825890391726,1.0,[5.74462296 5.74462296 3.9926661 ],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0837227296533205,3.908761367896665,177.1617642176212,6.23409986,6.23409986,4.62756653,6.23409986,1.3471659066563435,179.84575054774254,0.11120640848046426,1.8090668313901868,2.797437880731235,-0.6755248582557495,-1.3035578108276813,-7.391172845016472,-1.5779277076204048,3.1356345540984525,-2.609187970714861,6.4562852034243345,-1.8405944077505265,-0.5111057494155515,0.023207837155232273,-0.34766626707127535,-0.5152947274850888,-1.8600967947093665,43.194695083265835,False,0.4569630420925164,False
865.xyz,20,-1553.636314,-77.6818157,2.864739784670341,0.4524576856910479,2.607171772677972,3.81307446,60,0.2047179573408991,4.8,1.4696938456699067,6,3,1.0,9.0,20,3.408281640665579,0.004024023495041965,1.0243704735002996,0.9880330544653967,0.9999196488410287,[3.90329098 3.90266374 3.81042902],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3043859313547765,3.908761367896665,147.19127682457224,4.95063556,4.95824368,4.95002308,4.95824368,1.0016607195294127,121.50553104513723,0.1646015603267009,3.6220419616198334,6.462206648367087,-1.65083839771508,0.6844357544698086,-2.0715792433473386,3.637486656299775,6.243081711498588,0.5251829461114665,3.502069966587108,-3.9898072510624436,1.7654321417404422,-0.9535216552697459,-0.12148409557611348,-1.277189039920701,0.310823680923975,35.7942813041877,False,0.42731273159354743,False
25.xyz,20,-1550.854979,-77.54274895,3.0468077177169137,0.5278752987934863,2.582562716957214,3.8085510593896275,70,0.27865233107631243,4.4,1.4966629547095764,7,3,1.0,9.0,20,3.3846598044607976,0.02611689255433804,1.1749812180046464,0.9225385812989235,1.0,[4.01810272 4.01810272 3.41971655],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4761832775605692,3.908761367896665,130.06124214155426,6.24459572,6.24459572,4.6844668,6.24459572,1.3330430092919008,182.67066906269872,0.1094866521348343,5.30062484934576,6.309722107927012,5.807073989763517,1.5390171147706202,-4.599985843033298,-0.7951721272490085,0.4534043347733536,-1.1348893315266027,-0.464713911562521,-1.765320402325591,-0.45615098480316424,0.37437003264741847,-0.810148502572022,1.6418484526381558,6.043647551224585,47.49849776731207,False,0.44578842757064235,False
695.xyz,20,-1550.306855,-77.51534275,2.784194062401167,0.38770062320599213,2.59781043362877,3.75782328,49,0.1503117732343147,4.2,1.7204650534085255,7,2,1.0,9.0,20,3.8847132178356154,0.42412325925518274,7.555937840167696,0.36379423431473534,0.7005810824008712,[9.29729409 4.56324073 1.23046196],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2247537629463583,3.908761367896665,156.76149485447823,8.56857864,4.18910746,8.84582184,8.84582184,2.1116244747753496,317.51809203044854,0.06298853672077434,-2.5092592075649804,4.2450071303927635,2.6938490407179128,1.4639670834664462,8.489287387893583,-4.957755411424905,2.7517412961788237,-2.176139058693439,1.424221939821367,-1.1530248164276746,-0.9883588965702833,-3.457125769683257,-0.1602009046862579,-1.4832625418451504,0.06936753977349842,26.030843535198937,False,0.4293474653422359,False
859.xyz,20,-1544.800755,-77.24003775,2.9198815467253425,0.5021572351770818,2.6063814883088647,3.788142167870586,48,0.25216188884069096,3.6,1.9595917942265426,6,2,1.0,9.0,20,3.5194811039903473,1.85734947358105e-09,1.0000000093790067,0.9999999953104967,0.9999999991174549,[4.12891576 4.12891576 4.12891572],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18933516851904,3.908761367896665,161.42987762414324,5.84073172,5.84073176,5.84073178,5.84073178,1.0000000102726854,199.25158404115854,0.10037561355027888,3.1506005429495936,5.163440489294744,2.0721802615126683,0.1310803510951444,-3.7764155053157547,3.987767777012268,-0.810178696214572,-6.6356891811396315,1.515067628048835,-0.9279975037997821,-4.35617238138424,-2.1562004488675357,1.230257523945272,0.4186593732271475,0.9777754782963376,48.30215918127646,False,0.4395232748244816,False
19.xyz,20,-1549.039125,-77.45195625,2.9093836018355907,0.5006232077511299,2.5662873784468014,3.8128028286192297,48,0.250623596139031,3.6,1.3564659966250538,5,2,1.0,9.0,20,3.878516221745015,0.08021048124070902,1.7086168966150508,0.7650285654293982,0.9999999999999074,[5.81869422 5.81869422 3.40549964],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.007074790605197,3.908761367896665,190.64545404094602,5.89991916,5.89991916,5.1289014,5.89991916,1.1503280527092994,178.53216524692562,0.11202463136666718,1.480414956981496,5.097123986201792,-3.2123215769916595,-2.850891039153884,-2.0893158611486076,-4.20382068556946,0.9482341281767953,-2.5094709862345788,2.97957480034161,1.2398609837283678,3.1626184251130254,-3.60356993031314,3.118089749687975,-1.6517421358065738,-0.19068949063085167,41.28276953680589,False,0.428902575949219,False
681.xyz,20,-1553.899189,-77.69495945,2.854392969676346,0.4096197993585099,2.5821366928546534,3.80926282,69,0.16778838002650592,5.8,2.4617067250182343,13,1,0.95,9.0,19,3.3946308336556426,0.30190299593747205,4.10442411880118,0.4935985605324944,0.7917770511233921,[6.160496   3.86208209 1.50094041],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4617731680612513,3.908761367896665,131.3433813830091,9.34851707,3.92774249,7.228093830000001,9.34851707,2.38012473928758,265.40525274238087,0.075356458821332,3.3808080868775865,-1.0542089313477685,0.4077725068448095,-2.9996406879994506,3.624199179256795,4.857520291397329,-1.6887847918384284,3.7419054567458248,-0.12372012864445812,1.6992632107372643,-2.6425984033363594,-1.2993576964760194,1.4030968617634256,-0.004770142866371175,-0.14088163481885932,30.422229476408663,False,0.42406607447048367,False
118.xyz,20,-1554.413958,-77.7206979,2.676945117648514,0.08009900552046056,2.623260024034428,3.0481378605106926,58,0.006415850685366771,5.8,1.6,8,4,1.0,9.0,20,3.305926888583839,0.15094835942761178,3.0053369177108507,0.5768374082163096,0.9856920720531461,[4.74287597 4.60812546 1.57815117],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.575770551556466,3.908761367896665,121.84148924377111,5.64340504,5.64493818,7.79969226,7.79969226,1.382089749843651,248.47224251648493,0.08049188833584973,8.478952869111554,-3.561660749841545,-0.7632303835844647,-1.3460872622222162,6.600820217644712,0.5058513302873565,2.294031310244786,-1.4043575125454875,0.7486093104612389,-1.6750053312014594,2.5060775607424204,0.0987272656078853,1.1826787022633092,-0.9679709799289842,0.5663955046602726,31.361870800829912,False,0.44343911472889685,False
130.xyz,20,-1548.496892,-77.4248446,3.0669584520434494,0.5423351234248062,2.5722804226935385,3.7582424,62,0.29412738610019973,3.6,1.2,6,3,1.0,9.0,20,3.5572605323071635,0.0825714611953459,1.7397615285738606,0.7581499985520307,1.0,[4.91461265 4.91461265 2.82487719],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3452279979801753,3.908761367896665,142.72244630381817,6.25402096,6.25402096,3.7582424,6.25402096,1.6640813163089214,146.99530129322036,0.1360587707408702,-5.186835084071172,8.77727446295508,-0.47506350185707136,1.6112898948582994,-0.26829687039887085,-2.584023352819549,-0.553714833201217,-1.9106427512675817,-0.6193283293947129,-6.1689004723867,1.0984124891606006,-0.6827087808036065,2.5237299539244393,1.277290042427427,0.6227582988311698,31.919788597534335,False,0.43217822563290376,False
656.xyz,20,-1551.547105,-77.57735525000001,2.7957337066557995,0.3945305712959551,2.574712835764869,3.787457791034985,52,0.1556543716871127,4.4,1.9595917942265428,8,2,1.0,9.0,20,3.8838797776512304,0.2839394500575521,8.614977641184902,0.3407006190506533,0.8929368237188223,[7.88356799 6.28585391 0.91510023],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1704709375639095,3.908761367896665,164.03160859996598,9.09638267,4.28142012,9.734212639999999,9.734212639999999,2.273594360555301,379.1031532648778,0.052756089806244695,-5.988370790814615,-3.471360280079075,-1.614916511664441,0.5381239848508026,8.464882218513186,-3.1275982873116384,0.8355273300511465,0.9263696832713606,2.8528607567250273,-1.744478405176989,-1.7801140115289622,-1.1729909932790292,0.26029067119413235,0.6092340583714287,-0.08394621683719022,16.627436993014097,False,0.3970145408217716,False
642.xyz,20,-1552.752956,-77.6376478,2.695032130007767,0.27736828578210593,2.5679748155614224,3.811611566435083,44,0.076933165957704,4.1,1.1789826122551597,6,2,1.0,9.0,20,4.48754002587048,0.43307486439328513,1252685071.1124587,0.0,0.7794793442549821,[12.52685071  7.61116477  0.        ],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6092145316163611,3.908761367896665,315.1504449487137,10.01576269,0.0,9.94725938,10.01576269,1.0,0.0,2000000000.0,-12.760721888357994,-15.601341875084342,-0.6914722873863589,-2.311282111229817,-6.878610379745835,-2.2572594979661345,3.19891366420363,0.8341820693294936,-2.7742570488554144,-0.8905387757559108,2.8694407845638756,-1.5325863605217862,-0.5745613075317845,0.26818849975367565,-0.5880227047135334,54.042196627395136,False,0.49480859246658637,False
124.xyz,20,-1546.717161,-77.33585805,2.9406599948249625,0.5126249275072732,2.5571292032666477,3.69506706,42,0.26278431630183713,2.8,0.7483314773547883,4,2,1.0,9.0,20,4.820037449962124,0.25,1161638050.9518688,0.0,1.0,[11.61638051 11.61638051  0.        ],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4020718869904226,3.908761367896665,477.51219849074334,12.3287004,12.3287004,0.0,12.3287004,1.0,0.0,2000000000.0,-11.550272133898398,4.459736864923278,-2.6906350047977194,1.5605188280759932,-7.092045030299056,-3.365337936166085,2.1541173629747403,-1.0589062470443666,-2.871491394174962,3.8667497829374806,0.15628346651882766,-0.27308507673347293,-0.17158014181000536,1.539171446820764,-0.1645716849768496,79.30341820188589,False,0.5248075192802593,False
643.xyz,20,-1552.9708,-77.64854,2.6193150928491415,0.024735916045063457,2.5843300312707544,2.6873292073814135,42,0.0006118655425884278,4.2,1.4,6,2,1.0,9.0,20,4.493797261054449,0.43778951586336673,1262528133.6496198,0.0,0.77427775731196,[12.62528134  7.56893249  0.        ],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45511452292366233,3.908761367896665,421.85916079923066,10.07294482,0.0,11.588008519999999,11.588008519999999,1.0,0.0,2000000000.0,-21.662102117436472,-18.780183039958853,0.7152210570864808,-2.9386677249282385,-2.020261734817293,5.133249097714201,1.5584079346821869,-0.8968343995638409,-1.5136110636920284,-0.12438211265884172,1.25000404997096,-1.9577511988455478,0.7005852970382275,0.4971471110066342,-0.04827460977740826,33.68725632614258,False,0.5142121015249665,False
125.xyz,20,-1545.073909,-77.25369545,2.9641106078868966,0.52831910913338,2.5223151400000003,3.7998252184769106,45,0.2791210810754882,3.3,1.345362404707371,6,2,1.0,9.0,20,5.044667497746874,0.38369539239724,1499258170.3754816,5.416572358369233e-10,0.835115245432117,[1.49925817e+01 1.04560885e+01 4.39871195e-18],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8351667065439852,3.908761367896665,229.88731375872533,12.03991229,14.04581155,1e-08,14.04581155,1404581155.0,1.6911033910386894e-06,11757074.91111875,-6.550775744304232,3.0536972058184313,-3.0254565682778276,-6.048667583896651,-8.595731093604478,-4.881315857218279,0.9725240214216383,-0.9522186256729194,-3.603525256950275,3.7990575378773963,-0.7125236106859753,1.562172050887502,1.8749937968098025,-0.09515126640435216,-0.2169017754393078,991.0835732687807,True,0.5550635076489149,False
131.xyz,20,-1548.496894,-77.42484470000001,3.06713534782303,0.5425664475088111,2.5724273736248047,3.75943092,62,0.29437834996233153,3.6,1.2,6,3,1.0,9.0,20,3.5572897727435184,0.08246830226190931,1.7383823781589862,0.7584506791150127,0.9999999999999999,[4.91382318 4.91382318 2.82666417],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.345172372922438,3.908761367896665,142.7283481082827,6.25342656,6.25342656,3.75943092,6.25342656,1.6633971186256031,147.0138383983222,0.13604161496995396,-3.3733088158533944,6.719304911279092,-3.891403823453669,2.042321282284947,-0.6861810548147858,-2.7765814000126623,-0.7821690945581011,-1.9767701980538581,-0.6725896462407939,-5.995900904476748,1.1456107962688984,-0.6001130700701865,2.4831552406375623,1.3257561911176443,0.04546966715141809,31.025015626277256,False,0.42996486881778256,False
657.xyz,20,-1552.099703,-77.60498515,2.835200914068655,0.4233096897640927,2.578764244652243,3.812218757550017,57,0.1791910934481724,4.7,2.1931712199461306,10,2,0.95,9.0,19,3.6952431448863052,0.3466743159178765,7.804750708107402,0.35794844665200887,0.80219102893322,[7.70745799 4.95982974 0.98753417],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.308489511972034,3.908761367896665,146.72966726249302,9.34076502,4.48696157,9.17618559,9.34076502,2.081757303751545,384.5891125435975,0.05200355222539676,0.401002583776553,-4.884227993535008,-0.6665941586918006,1.3109188479124232,1.858258672649525,0.7290678070955297,-1.1680557459706726,1.3771483005162402,1.4058958032868514,-1.4327424918814016,-3.586139649812805,-1.345643406262008,0.2451754903466139,-0.21933359362162055,3.3590842175911084,25.367861207185374,False,0.40827986660770854,False
119.xyz,20,-1548.942856,-77.4471428,2.9200897263036865,0.4133110549698474,2.56600524,3.693581831611613,60,0.1708260281602882,5.6,2.244994432064365,10,4,0.8,9.0,16,3.4665049130037167,0.08667781274841425,1.7960750545321815,0.7461699576804377,0.9999999999999999,[4.69993709 4.69993709 2.61678212],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3440900506661277,3.908761367896665,142.84327944616996,6.03165782,6.03165782,4.42531788,6.03165782,1.3629885995895963,160.99702981397343,0.1242258942408258,-0.3323574403358463,10.768901678499263,0.8075941487225695,0.5261795910336465,-1.8073598203407149,-1.0086562545357536,-0.7778028773312514,-1.436363276716935,-2.3186925710256743,1.6148415434069117,1.1671441518375503,-0.2505925496589746,0.0962901307901825,2.2518797021314074,-0.1899050418022437,43.97293390450665,False,0.44999798781318423,False
680.xyz,20,-1553.788298,-77.6894149,2.8266066753052193,0.357516051442654,2.5698289442626905,3.78541464,68,0.12781772703914643,6.1,2.2113344387495983,12,2,0.9,9.0,18,3.3864617453635524,0.4205453499409896,4.265880137270674,0.48416754673995505,0.6285305611467114,[7.03795163 2.78034748 1.64982405],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6113822504981428,3.908761367896665,119.14878089836556,5.25299113,4.43877746,9.36453867,9.36453867,2.10971123341696,218.35162426070542,0.0915953800059881,13.431978974092853,-6.4415739285066,15.429962182249612,-5.549541168283691,1.7220836898565797,-0.9069397861056484,-2.6518265403741426,-1.6628703138776029,0.10860287547356685,0.8575194627816083,-2.595461011620645,-0.13069170321192644,1.107327449933205,1.1664031958040872,-1.3682478238731846,34.1461374784972,False,0.45290069991738663,False
18.xyz,20,-1544.773777,-77.23868885,2.6025810136093206,0.03313971141896707,2.5629577727872723,2.6736356587571017,32,0.0010982404729324164,3.2,1.4000000000000001,6,1,1.0,9.0,20,4.878201343907449,0.179855737493525,2.9327335590740513,0.58393390921757,0.9302535253867631,[10.78561592  9.33356594  3.67766649],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7208360959397145,3.908761367896665,266.34935707239526,10.1059522,10.10598519,6.39634794,10.10598519,1.5799617664326122,653.2628737989503,0.030615546668658674,1.0400854662269041,4.049480925127744,-2.275966653006038,-0.2785643924022947,-2.5845726113257608,-3.6064681949668573,3.408209864262701,-3.431838064179626,0.4995823265346791,4.564589029599359,-0.3649517139182199,3.3092130972035396,2.1328324821867564,-2.085326111598727,-0.0006610561954372131,32.16831310000965,False,0.48473751340433197,False
858.xyz,20,-1553.636311,-77.68181555,2.864766834486997,0.4524540095444168,2.607090234238937,3.81309948,60,0.2047146307528192,4.8,1.4696938456699067,6,3,1.0,9.0,20,3.408320114124527,0.004053313043124394,1.0245186325580506,0.9879616105040814,0.9999037677117933,[3.90360594 3.90285467 3.8101854 ],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.304347930553132,3.908761367896665,147.19556508722317,4.95793896,4.9509367,4.95024282,4.95793896,1.0015546994924989,121.51084803648308,0.16459435780045867,0.7904324030310619,9.303572051499328,-0.35161295940990916,-0.8791599970054663,-0.903730344877656,4.347749941618441,6.646624930009654,0.7595218052251702,3.4957324441797093,-4.138183023853523,1.7733312959842655,-1.0674944507718211,-0.09204282504474366,-1.4268348791749945,0.46258601716525816,38.11540867362389,False,0.43640962534479055,False
694.xyz,20,-1552.832429,-77.64162145,2.8045947574519468,0.3873995342441432,2.5954727381433473,3.8128666626660257,58,0.15007839913257906,5.0,2.1908902300206643,8,2,1.0,9.0,20,3.8280605129296656,0.5527712885912527,9.771947238883113,0.31989646670580624,0.5678707104242816,[10.28490683  3.31664738  1.05249308],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2694232703905963,3.908761367896665,151.24524277000418,9.08694164,3.77231916,9.71112168,9.71112168,2.5743107271973242,332.8860256617687,0.06008062356970292,-0.8859342144214234,3.116686586689045,0.8329079960277781,-2.815904192274487,12.574164115168939,-3.1177535431429675,2.486307786802244,-0.9464930870847047,-0.8984219694209489,-0.4959613582195331,-2.2780740048981913,0.055613961011998274,1.1045038158020526,0.12353872327481687,0.16067743493733655,28.441993152567434,False,0.4318861211613516,False
